GameObject -0.5625,-0.28,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.53125,-0.28,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.5,-0.24875,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.5,-0.2175,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.46875,-0.2175,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.4375,-0.2175,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.4375,-0.24875,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.40625,-0.28,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.375,-0.28,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.34375,-0.24875,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.34375,-0.2175,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.375,-0.2175,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.40625,-0.2175,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.3125,-0.2175,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.28125,-0.18625,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.28125,-0.155,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.28125,-0.12375,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.28125,-0.0925,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.3125,-0.06125,0.03125,0.03125,0,0.2901961,0.19607843,0.0
GameObject -0.3125,-0.03,0.03125,0.03125,0,0.2901961,0.13333334,0.0
GameObject -0.28125,-0.03,0.03125,0.03125,0,0.2901961,0.13333334,0.0
GameObject -0.25,0.0012500007,0.03125,0.03125,0,0.2901961,0.13333334,0.0
GameObject -0.25,0.0325,0.03125,0.03125,0,0.2901961,0.13333334,0.0
GameObject -0.28125,0.06375,0.03125,0.03125,0,0.2901961,0.13333334,0.0
GameObject -0.3125,0.06375,0.03125,0.03125,0,0.2901961,0.13333334,0.0
GameObject -0.34375,0.06375,0.03125,0.03125,0,0.2901961,0.13333334,0.0
GameObject -0.375,0.06375,0.03125,0.03125,0,0.2901961,0.13333334,0.0
GameObject -0.40625,0.06375,0.03125,0.03125,0,0.2901961,0.13333334,0.0
GameObject -0.34375,0.095,0.03125,0.03125,0,0.0,0.0,0.0
GameObject -0.34375,0.12625,0.03125,0.03125,0,0.0,0.0,0.0
GameObject -0.34375,0.1575,0.03125,0.03125,0,0.2901961,0.19607843,0.0
