GameObject 0.068965554,-0.012758641,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.08620691,-0.012758641,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.10344827,0.004482778,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.10344827,0.021724137,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.12068963,0.021724137,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.13793099,0.021724137,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.13793099,0.004482778,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.15517247,-0.012758641,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.17241383,-0.012758641,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.18965518,0.004482778,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.18965518,0.021724137,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.17241383,0.021724137,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.15517247,0.021724137,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.20689654,0.021724137,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.2241379,0.038965493,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.2241379,0.05620691,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.2241379,0.07344827,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.2241379,0.09068963,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.20689654,0.10793105,0.01724138,0.01724138,0,0.2901961,0.19607843,0.0
GameObject 0.20689654,0.1251724,0.01724138,0.01724138,0,0.2901961,0.13333334,0.0
GameObject 0.2241379,0.1251724,0.01724138,0.01724138,0,0.2901961,0.13333334,0.0
GameObject 0.24137926,0.14241377,0.01724138,0.01724138,0,0.2901961,0.13333334,0.0
GameObject 0.24137926,0.15965518,0.01724138,0.01724138,0,0.2901961,0.13333334,0.0
GameObject 0.2241379,0.17689654,0.01724138,0.01724138,0,0.2901961,0.13333334,0.0
GameObject 0.20689654,0.17689654,0.01724138,0.01724138,0,0.2901961,0.13333334,0.0
GameObject 0.18965518,0.17689654,0.01724138,0.01724138,0,0.2901961,0.13333334,0.0
GameObject 0.17241383,0.17689654,0.01724138,0.01724138,0,0.2901961,0.13333334,0.0
GameObject 0.15517247,0.17689654,0.01724138,0.01724138,0,0.2901961,0.13333334,0.0
GameObject 0.18965518,0.1941379,0.01724138,0.01724138,0,0.0,0.0,0.0
